wardname,lganame,statename
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Sambuwal,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gwarai,Itas/Gadau,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Hanafari,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Jama'are C,Jama'Are,Bauchi
Jama'are C,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Yangamai,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Jama'are C,Jama'Are,Bauchi
Jama'are A,Jama'Are,Bauchi
Jama'are B,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Gagidiba,Shira,Bauchi
Jama'are C,Jama'Are,Bauchi
Zubo,Shira,Bauchi
Zubo,Shira,Bauchi
Gagidiba,Shira,Bauchi
Zubo,Shira,Bauchi
Zubo,Shira,Bauchi
Zubo,Shira,Bauchi
Zubo,Shira,Bauchi
Zubo,Shira,Bauchi
Zubo,Shira,Bauchi
Jama'are D,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Dogon Jeji C,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Jama'are D,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Mashema,Itas/Gadau,Bauchi
Dogon Jeji C,Jama'Are,Bauchi
Dogon Jeji C,Jama'Are,Bauchi
Dogon Jeji C,Jama'Are,Bauchi
Dogon Jeji C,Jama'Are,Bauchi
Dogon Jeji C,Jama'Are,Bauchi
Dogon Jeji C,Jama'Are,Bauchi
Dogon Jeji A,Jama'Are,Bauchi
Dogon Jeji A,Jama'Are,Bauchi
Dogon Jeji A,Jama'Are,Bauchi
Ragwam,Katagum,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Bambal,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Abdallawa,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Buzawa,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Dogon Jeji B,Jama'Are,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gwarai,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Mashema,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gyara,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Gijina,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Itas,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Diga,Itas/Gadau,Bauchi
Diga,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Bilkicheri,Itas/Gadau,Bauchi
Diga,Itas/Gadau,Bauchi
Diga,Itas/Gadau,Bauchi
Diga,Itas/Gadau,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Kangere,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Galambi,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Mun-Munsal,Bauchi,Bauchi
Galambi,Bauchi,Bauchi
Galambi,Bauchi,Bauchi
Gar,Alkaleri,Bauchi
Galambi,Bauchi,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Birim Gigyara,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Kungibar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Galambi,Bauchi,Bauchi
Galambi,Bauchi,Bauchi
Galambi,Bauchi,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gar,Alkaleri,Bauchi
Gwaram B,Alkaleri,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Gwaskwaram,Bauchi,Bauchi
Kangere,Bauchi,Bauchi
Kangere,Bauchi,Bauchi
Kangere,Bauchi,Bauchi
